person_id,belongs_to_groups,belongs_to_household,educational_involvement,lifetime_raised,first_degree,last_degree,multiple_degree,faculty,province,grad_year,event_count_all,event_count_5years,events_target_year
P002696,0,1,4,59.23,MEng,MEng,0,Business,BC,2016,19,11,9
P002697,0,1,3,20.71,MEng,MEng,0,Business,BC,2001,23,9,9
P002698,0,0,4,32.86,BSc,BSc,0,Medicine,BC,1995,13,6,6
P002699,1,0,0,25.29,PhD,PhD,0,Arts,ON,2016,8,7,3
P002700,1,0,2,13.48,BA,BA,0,Arts,BC,1980,19,9,9
P002701,1,1,3,67.21,BComm,BComm,0,Science,BC,2000,18,7,7
P002702,1,0,5,23.72,BComm,BComm,0,Science,BC,1980,11,12,8
P002703,1,1,4,22.18,Cert,Cert,0,Medicine,QC,2003,11,8,8
P002704,0,0,4,26.14,MBA,MBA,0,Medicine,Other,1975,14,10,7
P002705,0,0,0,124.15,MBA,MBA,0,Engineering,AB,1977,13,0,0
P002706,0,0,2,48.2,MEng,MEng,0,Engineering,BC,1988,10,9,5
P002707,0,0,2,137.28,BComm,BSc,1,Arts,AB,1995,11,4,4
P002708,1,1,4,57.5,Cert,Cert,0,Engineering,ON,2010,17,7,7
P002709,1,0,1,43.6,Cert,Cert,0,Science,ON,1991,7,5,5
P002710,0,0,0,97.02,BA,MBA,1,Medicine,BC,1987,2,1,1
P002711,0,1,1,99.48,BA,BA,0,Arts,BC,1995,8,6,2
P002712,1,1,2,67.69,Cert,Cert,0,Science,Other,2004,17,11,9
P002713,0,0,0,26.96,MBA,BA,1,Engineering,BC,2007,6,4,2
P002714,0,1,5,42.85,BA,PhD,1,Science,BC,1981,15,6,6
P002715,0,1,3,24.01,Cert,Cert,0,Engineering,BC,1980,15,8,8
P002716,0,1,2,50.21,PhD,PhD,0,Science,Other,1984,16,8,5
P002717,0,0,2,66.49,BSc,MA,1,Engineering,QC,2001,12,3,3
P002718,0,1,3,201.82,MEng,MEng,0,Science,ON,2009,16,8,6
P002719,0,0,0,190.79,MA,MBA,1,Arts,ON,1987,11,3,1
P002720,0,0,3,105.96,BSc,BSc,0,Science,Other,2024,4,5,3
P002721,0,0,0,132.23,MEng,MEng,0,Science,BC,2011,9,4,2
P002722,0,0,5,74.12,BSc,MBA,1,Medicine,BC,2015,19,10,9
P002723,1,1,5,565.01,PhD,MA,1,Medicine,BC,2022,12,9,6
P002724,0,0,1,209.0,BA,BA,0,Science,ON,2011,10,5,1
P002725,0,0,1,510.91,BSc,BSc,0,Medicine,AB,2010,15,6,4
P002726,1,0,4,83.6,BComm,BComm,0,Medicine,BC,1981,10,6,6
P002727,0,1,3,85.72,MEng,MEng,0,Engineering,ON,1994,18,10,7
P002728,1,0,2,142.91,BComm,BComm,0,Science,Other,1986,19,12,8
P002729,0,0,5,71.64,BSc,MA,1,Arts,ON,1977,13,9,6
P002730,0,1,1,78.97,MA,MA,0,Science,ON,2022,3,7,3
P002731,1,1,5,27.97,MBA,MBA,0,Arts,ON,2023,12,7,6
P002732,1,1,0,130.56,BSc,BSc,0,Medicine,AB,1991,18,9,8
P002733,1,0,5,68.61,MBA,MBA,0,Arts,ON,2010,20,9,7
P002734,0,1,3,117.58,BComm,BComm,0,Arts,BC,2023,18,9,6
P002735,0,0,0,51.6,BA,PhD,1,Arts,BC,1982,9,3,1
P002736,1,0,1,14.88,Cert,Cert,0,Arts,ON,1981,7,4,4
P002737,0,0,5,91.89,BComm,BComm,0,Business,BC,2019,16,6,6
P002738,0,1,3,156.2,MA,BA,1,Science,ON,1988,21,10,8
P002739,0,1,3,22.11,MA,MA,0,Science,AB,2020,19,9,8
P002740,0,1,2,28.31,MEng,Cert,1,Arts,ON,2006,10,7,6
P002741,0,0,4,48.35,MA,MA,0,Engineering,AB,1989,14,10,7
P002742,1,0,2,50.48,BComm,BComm,0,Arts,ON,1986,13,7,6
P002743,0,1,0,15.79,BSc,Cert,1,Arts,BC,1996,10,5,4
P002744,1,0,5,250.45,BSc,BSc,0,Arts,QC,1978,18,9,7
P002745,1,0,1,138.0,BA,BA,0,Science,ON,2017,9,6,5
P002746,0,0,0,37.56,BA,MBA,1,Engineering,ON,2007,5,2,1
P002747,1,1,5,14.44,BA,BA,0,Business,AB,2002,17,7,6
P002748,0,0,3,82.14,Cert,MBA,1,Engineering,AB,1985,10,12,8
P002749,0,1,4,300.45,BSc,BSc,0,Business,ON,1976,15,11,9
P002750,1,1,2,119.21,MA,MA,0,Medicine,QC,1988,17,12,9
P002751,0,0,4,154.74,MA,MA,0,Business,BC,2023,8,9,6
P002752,1,0,0,28.94,MA,MBA,1,Science,BC,1979,17,9,5
P002753,0,0,4,74.02,MBA,MEng,1,Arts,ON,1988,14,8,6
P002754,1,0,2,18.51,MBA,MA,1,Science,BC,2010,15,9,6
P002755,0,1,5,299.13,BA,MA,1,Engineering,BC,1976,17,7,7
P002756,1,0,5,96.9,Cert,Cert,0,Science,Other,1976,14,10,8
P002757,1,1,3,11.4,BSc,MA,1,Arts,AB,2005,6,6,6
P002758,1,1,1,14.01,MA,PhD,1,Engineering,BC,1982,11,9,8
P002759,1,1,3,90.16,Cert,Cert,0,Science,AB,1985,22,11,8
P002760,1,0,4,68.58,MBA,MBA,0,Engineering,BC,1991,13,6,6
P002761,1,1,5,47.9,BSc,BA,1,Engineering,QC,1986,12,9,7
P002762,1,1,1,100.52,Cert,Cert,0,Arts,BC,2010,17,9,9
P002763,0,1,3,306.03,BComm,BA,1,Business,BC,2004,13,10,7
P002764,0,0,3,82.31,MA,Cert,1,Medicine,BC,1993,15,10,9
P002765,1,0,4,14.51,BA,BA,0,Arts,BC,2016,10,11,7
P002766,0,1,3,54.07,MA,MA,0,Science,AB,2012,18,10,9
P002767,1,0,0,21.51,BA,MEng,1,Business,ON,2019,20,11,8
P002768,1,1,0,32.26,Cert,Cert,0,Engineering,BC,2007,10,10,6
P002769,0,0,4,79.62,BSc,BSc,0,Arts,BC,1999,14,12,9
P002770,1,1,4,53.53,BComm,BA,1,Engineering,AB,1981,14,11,8
P002771,1,1,5,26.16,PhD,PhD,0,Medicine,AB,1996,6,7,6
P002772,0,1,2,59.98,BSc,PhD,1,Engineering,BC,1992,21,7,7
P002773,0,0,1,31.88,BComm,BComm,0,Science,BC,1998,15,6,2
P002774,0,0,1,93.51,PhD,PhD,0,Engineering,ON,2016,10,2,1
P002775,1,1,0,50.4,BComm,BA,1,Science,ON,1982,17,8,7
P002776,0,0,1,83.61,BA,BA,0,Medicine,QC,2005,11,3,1
P002777,0,0,2,49.36,BA,BA,0,Science,BC,2013,13,6,5
P002778,1,0,5,111.21,BSc,BSc,0,Science,BC,1999,21,9,9
P002779,0,1,1,54.8,Cert,MA,1,Medicine,Other,2007,4,6,3
P002780,0,0,5,60.46,BComm,MA,1,Medicine,AB,1976,17,7,7
P002781,1,1,2,38.85,Cert,Cert,0,Arts,AB,1981,14,10,8
P002782,1,0,2,68.39,BA,BA,0,Science,BC,2021,9,10,6
P002783,0,1,5,14.77,BSc,BSc,0,Engineering,BC,2017,15,7,6
P002784,0,1,1,515.06,MA,BSc,1,Arts,Other,2009,15,7,7
P002785,0,0,5,35.38,Cert,Cert,0,Medicine,BC,1994,8,11,7
P002786,1,0,4,66.0,BComm,BComm,0,Medicine,ON,1985,19,9,9
P002787,0,1,1,41.72,MA,MA,0,Science,BC,2000,18,4,4
P002788,1,0,0,41.25,BSc,BSc,0,Medicine,BC,2023,13,5,1
P002789,0,1,0,84.06,BComm,BComm,0,Science,BC,2018,12,7,5
P002790,0,1,5,40.48,Cert,BComm,1,Business,ON,1995,8,10,6
P002791,0,1,0,43.24,BSc,BComm,1,Engineering,ON,1983,7,6,3
P002792,0,1,0,20.22,MA,MA,0,Medicine,Other,1978,11,6,2
P002793,0,0,4,29.07,MA,MA,0,Arts,BC,1998,17,12,8
P002794,0,1,0,23.88,BA,MBA,1,Arts,BC,1996,20,5,5
P002795,1,1,3,257.13,BA,MBA,1,Medicine,ON,2006,13,12,8
P002796,1,0,2,20.92,BSc,MEng,1,Arts,ON,1993,18,12,9
P002797,1,1,3,25.77,Cert,Cert,0,Arts,Other,2001,12,9,8
P002798,0,0,2,70.95,PhD,PhD,0,Business,ON,2008,18,5,4
P002799,1,0,3,190.53,MEng,MEng,0,Science,BC,1988,12,7,6
P002800,0,1,0,15.68,BSc,BSc,0,Medicine,ON,1986,14,5,2
P002801,0,0,2,17.6,BA,BA,0,Engineering,BC,2011,15,5,4
P002802,0,0,1,67.14,BSc,BSc,0,Science,BC,1983,7,3,1
P002803,1,1,4,79.55,BSc,Cert,1,Medicine,BC,1997,14,12,9
P002804,0,1,5,19.57,BSc,BSc,0,Arts,BC,2014,9,10,6
P002805,0,1,2,14.37,BSc,BSc,0,Engineering,BC,1991,11,7,7
P002806,1,0,4,28.13,BSc,BSc,0,Arts,ON,1978,17,9,6
P002807,1,0,1,110.31,MA,PhD,1,Medicine,BC,1978,17,7,7
P002808,1,0,0,58.6,Cert,Cert,0,Medicine,BC,1999,16,7,4
P002809,0,0,4,110.07,Cert,MBA,1,Science,QC,1992,17,13,9
P002810,1,1,5,55.65,BComm,BComm,0,Arts,ON,1988,19,12,8
P002811,1,0,5,59.03,MEng,MBA,1,Medicine,Other,2009,11,10,6
P002812,1,1,2,99.02,BComm,BComm,0,Engineering,BC,1990,15,10,8
P002813,0,0,5,55.1,Cert,Cert,0,Engineering,BC,2003,23,11,9
P002814,1,1,5,73.15,MBA,BSc,1,Science,BC,1976,14,7,6
P002815,1,1,0,29.2,BComm,BComm,0,Engineering,QC,1982,16,10,7
P002816,0,1,1,37.46,PhD,PhD,0,Science,BC,2019,16,6,4
P002817,1,0,0,88.06,MEng,MBA,1,Arts,BC,2013,13,8,6
P002818,1,1,1,49.95,BComm,PhD,1,Business,Other,1987,21,9,9
P002819,1,0,1,33.28,Cert,Cert,0,Arts,BC,2014,10,5,4
P002820,1,0,4,102.38,BComm,BComm,0,Arts,ON,2018,18,12,8
P002821,0,1,5,93.66,Cert,Cert,0,Medicine,Other,1978,13,10,9
P002822,1,0,2,60.13,Cert,Cert,0,Engineering,QC,1988,13,9,7
P002823,0,0,0,32.95,BSc,BSc,0,Business,ON,2003,4,0,0
P002824,1,0,1,123.9,MEng,MEng,0,Science,BC,2024,24,9,9
P002825,1,0,3,445.57,BSc,MEng,1,Arts,AB,2014,15,9,8
P002826,1,1,3,31.32,BSc,BSc,0,Medicine,ON,2016,22,10,9
P002827,1,1,3,17.61,PhD,PhD,0,Business,BC,2005,21,10,7
P002828,0,0,3,32.38,MA,MA,0,Arts,BC,1992,13,6,3
P002829,1,1,5,28.64,BSc,BSc,0,Medicine,QC,1977,15,7,6
P002830,1,0,1,21.97,PhD,PhD,0,Arts,ON,2007,10,5,4
P002831,0,1,4,23.45,BA,BA,0,Engineering,BC,2004,23,11,7
P002832,1,0,4,118.95,MA,BSc,1,Arts,BC,2010,15,9,8
P002833,1,1,5,120.05,BA,BComm,1,Science,AB,1998,16,9,7
P002834,0,0,4,197.25,PhD,PhD,0,Science,BC,2006,14,8,6
P002835,0,1,0,109.63,BA,BA,0,Science,ON,2024,2,3,1
P002836,0,0,4,41.17,MBA,MBA,0,Medicine,ON,2016,14,9,9
P002837,1,0,5,143.63,BA,BA,0,Business,BC,2020,16,11,7
P002838,0,1,3,36.98,BComm,BComm,0,Arts,BC,1979,15,12,8
P002839,0,1,5,45.67,BSc,BSc,0,Engineering,ON,2003,14,7,6
P002840,0,1,1,23.59,BComm,BComm,0,Business,BC,2015,9,6,5
P002841,1,0,4,160.79,BComm,BComm,0,Arts,BC,1995,18,13,9
P002842,0,0,4,135.23,BSc,BSc,0,Science,BC,2016,9,6,6
P002843,1,0,2,41.58,MA,MA,0,Business,BC,1983,17,13,9
P002844,0,0,1,46.98,BSc,BSc,0,Business,ON,2020,3,2,2
P002845,0,1,2,61.95,BComm,BComm,0,Engineering,AB,1986,17,8,8
P002846,1,0,0,70.71,BSc,BSc,0,Engineering,QC,1985,15,5,1
P002847,0,1,3,118.3,BSc,BSc,0,Science,Other,2008,11,6,6
P002848,1,0,3,63.46,BA,BA,0,Engineering,Other,2016,19,6,6
P002849,0,0,2,82.9,BSc,BSc,0,Business,ON,1998,18,5,4
P002850,1,0,1,18.12,BSc,BA,1,Arts,QC,1980,14,9,9
P002851,1,0,2,47.26,MBA,MBA,0,Medicine,BC,1993,18,13,9
P002852,1,0,0,14.33,MEng,MA,1,Engineering,BC,2007,8,6,3
P002853,0,1,3,250.25,Cert,PhD,1,Science,BC,2014,20,8,7
P002854,0,0,3,183.49,Cert,Cert,0,Medicine,Other,1976,10,6,4
P002855,0,0,3,106.54,MA,MA,0,Science,QC,2024,10,13,9
P002856,1,0,5,146.14,BSc,BSc,0,Business,ON,2006,6,8,6
P002857,1,0,0,298.47,BComm,BComm,0,Science,ON,1988,9,3,3
P002858,0,1,0,127.34,BSc,BSc,0,Engineering,BC,2022,14,5,1
P002859,0,1,0,16.81,BA,PhD,1,Arts,BC,1976,6,6,3
P002860,0,0,2,50.91,MEng,MEng,0,Business,BC,2008,10,3,3
P002861,0,0,0,9.13,BA,BA,0,Science,AB,1977,10,2,0
P002862,1,1,0,31.29,MEng,PhD,1,Engineering,AB,1990,20,12,9
P002863,1,1,4,22.18,BA,BA,0,Engineering,BC,2006,17,11,8
P002864,0,1,3,59.58,BComm,BComm,0,Science,BC,1981,13,7,6
P002865,1,0,2,81.88,BComm,BComm,0,Engineering,AB,1976,8,10,6
P002866,1,0,3,28.54,MBA,MBA,0,Science,AB,2016,15,13,9
P002867,1,0,5,47.79,BComm,BComm,0,Arts,BC,1976,13,6,6
P002868,1,1,2,74.92,BA,PhD,1,Arts,AB,1988,14,6,6
P002869,1,0,3,52.83,BA,MA,1,Science,QC,2018,13,6,6
P002870,1,1,0,51.91,BComm,BSc,1,Engineering,BC,2002,18,9,9
P002871,1,0,5,8.75,BComm,MBA,1,Arts,BC,2016,16,12,9
P002872,1,0,4,42.05,BComm,BComm,0,Business,BC,2017,13,7,7
P002873,1,0,4,112.75,MA,MA,0,Medicine,QC,1977,13,6,6
P002874,0,1,3,73.53,BSc,BSc,0,Business,BC,1989,13,8,8
P002875,1,0,0,18.27,MEng,MEng,0,Arts,AB,1976,16,3,2
P002876,0,0,3,48.07,MA,MEng,1,Science,QC,2019,13,10,7
P002877,0,0,0,73.95,MEng,MEng,0,Science,ON,2008,12,1,0
P002878,1,0,4,27.42,MBA,MBA,0,Science,ON,2001,10,9,9
P002879,1,0,0,102.47,PhD,PhD,0,Business,BC,2000,12,5,5
P002880,0,0,5,31.47,BComm,BComm,0,Business,QC,1988,12,9,9
P002881,0,0,4,45.83,BA,BA,0,Science,Other,2002,14,9,9
P002882,0,0,2,54.73,BComm,BComm,0,Arts,BC,1991,8,8,5
P002883,0,0,1,354.42,BSc,BSc,0,Business,ON,1983,14,4,2
P002884,0,1,5,46.19,Cert,MA,1,Business,Other,1986,12,10,9
P002885,0,0,5,37.8,MBA,MBA,0,Medicine,ON,2024,12,8,6
P002886,1,0,1,105.82,Cert,Cert,0,Medicine,AB,1976,5,7,3
P002887,0,1,1,40.94,MEng,MEng,0,Medicine,BC,1987,18,5,3
P002888,0,0,2,69.66,BComm,BComm,0,Science,Other,2012,14,7,3
P002889,0,0,4,9.84,BComm,BComm,0,Business,ON,1991,14,6,6
P002890,0,1,1,75.73,MEng,MEng,0,Engineering,ON,1994,13,6,3
P002891,1,0,5,58.74,Cert,MEng,1,Medicine,BC,2010,17,8,6
P002892,1,0,2,21.25,BComm,BComm,0,Business,BC,1994,14,8,7
P002893,0,1,3,176.61,Cert,PhD,1,Arts,BC,1999,21,9,7
P002894,0,0,5,49.29,MA,MA,0,Arts,BC,1999,15,10,9
P002895,0,0,0,51.0,BComm,BComm,0,Medicine,BC,2003,2,0,0
P002896,1,1,5,20.85,BA,MA,1,Engineering,BC,1991,17,11,9
P002897,1,1,2,16.25,PhD,MA,1,Business,BC,1975,14,10,7
P002898,1,1,2,37.85,Cert,Cert,0,Arts,BC,2008,13,11,7
P002899,1,0,0,17.64,MA,MA,0,Medicine,BC,1988,7,9,5
P002900,1,1,1,88.27,Cert,Cert,0,Science,Other,2002,12,10,7
P002901,1,0,4,119.48,MA,MA,0,Engineering,BC,2015,23,10,9
P002902,0,0,1,35.88,Cert,BA,1,Medicine,BC,2021,9,7,4
P002903,1,1,5,16.45,BSc,BComm,1,Medicine,ON,2017,18,8,8
P002904,0,1,5,43.49,BSc,BSc,0,Science,BC,1989,12,11,7
P002905,0,0,3,25.52,BA,BA,0,Arts,BC,1990,11,3,3
P002906,0,0,2,68.09,BA,BA,0,Medicine,BC,1990,8,3,2
P002907,1,1,1,68.79,BA,BA,0,Business,BC,2011,22,9,9
P002908,0,1,1,42.36,BComm,MA,1,Arts,AB,1994,13,6,4
P002909,1,0,5,63.16,Cert,Cert,0,Business,QC,1979,14,7,6
P002910,0,0,5,136.9,MEng,MEng,0,Engineering,ON,1990,10,9,6
P002911,1,1,0,232.65,Cert,Cert,0,Business,BC,2013,13,12,8
P002912,0,0,3,39.22,BComm,BComm,0,Business,ON,1978,9,7,4
P002913,0,1,5,106.08,MEng,MEng,0,Business,ON,2012,16,8,6
P002914,1,1,2,49.21,BSc,BA,1,Business,ON,2012,13,10,8
P002915,1,1,3,25.54,Cert,Cert,0,Arts,BC,2022,12,10,7
P002916,1,1,5,165.9,BComm,BComm,0,Science,AB,1991,6,6,6
P002917,1,1,0,81.44,MEng,MEng,0,Business,BC,1994,20,10,8
P002918,1,1,4,66.57,MBA,MBA,0,Engineering,Other,2015,14,13,9
P002919,0,0,3,78.99,BComm,BComm,0,Science,BC,1975,15,7,4
P002920,1,0,0,52.22,BSc,BSc,0,Science,BC,1986,13,2,2
P002921,0,0,4,25.61,BA,MBA,1,Science,Other,1989,16,13,9
P002922,0,0,5,246.08,BA,MA,1,Business,ON,1978,14,6,6
P002923,1,1,3,122.1,BComm,BA,1,Engineering,AB,1983,15,11,8
P002924,1,0,2,73.39,PhD,Cert,1,Engineering,BC,2001,14,7,7
P002925,1,0,2,128.69,BA,BSc,1,Arts,AB,2005,15,8,6
P002926,0,0,1,166.26,Cert,Cert,0,Medicine,ON,1999,12,2,1
P002927,1,1,3,50.67,BComm,MA,1,Business,Other,1975,21,9,9
P002928,0,0,5,95.07,Cert,Cert,0,Medicine,AB,2001,15,10,7
P002929,1,1,1,45.86,Cert,Cert,0,Arts,BC,1990,20,8,8
P002930,1,0,2,99.54,MBA,MBA,0,Business,ON,2009,18,9,8
P002931,1,0,4,48.5,Cert,Cert,0,Medicine,AB,2019,21,13,9
P002932,0,0,4,416.58,BA,BA,0,Arts,BC,2005,18,7,6
P002933,1,0,3,44.66,BComm,BSc,1,Arts,AB,2004,10,8,7
P002934,0,0,4,89.79,MA,MA,0,Arts,ON,1997,10,11,7
P002935,1,0,5,86.08,MBA,MBA,0,Science,BC,2008,21,13,9
P002936,0,1,1,45.47,Cert,Cert,0,Arts,Other,2022,10,7,5
P002937,1,1,0,125.68,MBA,MBA,0,Science,AB,1975,15,9,6
P002938,1,0,5,55.59,Cert,MBA,1,Engineering,AB,1998,12,13,9
P002939,0,1,1,42.74,BSc,BSc,0,Science,ON,1982,4,5,1
P002940,0,1,3,59.5,BSc,BSc,0,Medicine,AB,1981,21,12,9
P002941,0,0,5,32.59,MA,MA,0,Business,BC,1997,17,10,6
P002942,0,0,0,154.77,Cert,BA,1,Business,BC,2019,6,6,2
P002943,0,0,3,97.98,BA,BA,0,Engineering,BC,1986,17,4,3
P002944,1,0,3,130.36,BA,BA,0,Engineering,AB,2009,18,11,8
P002945,1,0,3,20.17,PhD,MEng,1,Medicine,BC,1986,16,10,8
P002946,0,1,0,73.8,BA,Cert,1,Medicine,AB,1996,17,4,4
P002947,0,0,3,32.13,BComm,BComm,0,Medicine,BC,2007,11,9,7
P002948,1,0,5,63.67,MBA,MEng,1,Medicine,AB,2004,14,9,7
P002949,1,0,4,164.65,BA,BA,0,Business,BC,2012,21,12,8
P002950,0,0,3,72.98,BComm,BComm,0,Science,Other,1986,13,8,6
P002951,1,1,0,51.64,MEng,MEng,0,Business,BC,2009,15,9,8
P002952,1,1,2,145.57,BSc,BSc,0,Business,ON,1976,10,9,7
P002953,0,1,1,133.4,BComm,BSc,1,Engineering,BC,1989,14,12,8
P002954,0,0,4,260.69,BA,MA,1,Engineering,ON,1982,10,6,6
P002955,0,1,3,13.41,BSc,BSc,0,Medicine,BC,1994,18,9,7
P002956,1,0,4,77.22,BComm,BComm,0,Medicine,ON,2005,15,8,8
P002957,0,1,2,42.59,MA,MA,0,Business,ON,2020,23,13,9
P002958,1,1,4,29.53,BComm,MBA,1,Business,BC,1992,6,7,6
P002959,1,1,2,65.17,BSc,BSc,0,Business,BC,2001,12,9,7
P002960,1,1,1,23.45,BA,BA,0,Arts,ON,1976,10,10,8
P002961,0,1,2,9.95,Cert,Cert,0,Science,BC,2002,16,10,8
P002962,0,0,0,28.87,BComm,BComm,0,Medicine,AB,1979,13,3,0
P002963,0,0,5,48.22,BComm,BComm,0,Medicine,AB,1994,19,11,9
P002964,0,1,5,264.54,BA,BA,0,Engineering,BC,1991,15,8,7
P002965,0,0,2,33.37,Cert,Cert,0,Science,ON,1980,9,2,2
P002966,0,0,5,23.34,BSc,PhD,1,Business,QC,1976,16,9,7
P002967,0,0,1,12.22,Cert,BSc,1,Arts,AB,1992,9,5,3
P002968,0,1,2,44.86,BComm,BComm,0,Medicine,BC,1998,13,9,6
P002969,0,1,0,49.05,MA,PhD,1,Science,QC,2012,7,3,2
P002970,0,0,2,66.92,MA,MA,0,Science,BC,2008,13,5,3
P002971,1,1,2,18.69,Cert,Cert,0,Arts,BC,1980,17,10,8
P002972,0,0,2,32.3,BA,BA,0,Engineering,BC,1983,10,5,4
P002973,0,0,5,9.69,BComm,MA,1,Science,ON,2011,13,12,9
P002974,1,1,1,67.99,Cert,MBA,1,Engineering,ON,2020,10,12,8
P002975,1,0,3,16.94,Cert,MBA,1,Business,Other,2018,25,12,9
P002976,1,0,5,6.6,MBA,MBA,0,Business,ON,1999,13,8,8
P002977,1,0,2,150.38,Cert,Cert,0,Arts,Other,1986,24,10,9
P002978,1,1,3,89.04,PhD,PhD,0,Science,BC,2002,17,7,6
P002979,0,1,5,78.73,MBA,MA,1,Medicine,BC,2010,18,9,9
P002980,1,1,4,78.68,BSc,BSc,0,Arts,ON,2014,13,12,8
P002981,0,1,4,25.97,BComm,Cert,1,Business,ON,1984,16,10,9
P002982,0,0,3,140.32,MEng,MEng,0,Science,ON,2011,15,8,4
P002983,1,1,1,25.7,MA,MA,0,Engineering,BC,1986,6,3,3
P002984,0,1,0,274.34,MEng,MA,1,Medicine,BC,1994,16,4,3
P002985,1,0,2,71.23,MA,MA,0,Medicine,ON,2006,18,11,9
P002986,0,0,0,13.6,MBA,MBA,0,Engineering,ON,1995,3,2,0
P002987,0,0,3,119.15,BA,BA,0,Arts,QC,2009,17,8,5
P002988,0,1,0,288.25,Cert,MA,1,Science,BC,2008,15,5,1
P002989,0,1,3,48.51,BComm,BComm,0,Business,QC,2001,19,10,7
P002990,0,0,2,139.57,BA,MEng,1,Arts,Other,1982,14,9,8
P002991,0,0,5,50.2,BA,BA,0,Science,ON,2008,11,9,9
P002992,1,0,3,35.99,MEng,Cert,1,Science,BC,2020,14,10,6
P002993,1,1,5,7.54,BSc,BSc,0,Business,QC,1982,10,7,6
P002994,0,0,5,159.95,MBA,MBA,0,Medicine,BC,1996,14,8,8
P002995,1,0,1,41.67,BSc,BSc,0,Medicine,BC,1986,15,8,4
P002996,0,0,5,80.64,MEng,MEng,0,Business,QC,1991,13,10,9
P002997,0,0,3,24.02,BComm,BComm,0,Business,BC,2012,25,12,9
P002998,0,0,4,28.76,BSc,BSc,0,Science,BC,1999,18,11,7
P002999,1,0,2,145.51,MBA,MEng,1,Engineering,Other,2016,19,9,8
P003000,1,1,2,43.69,MEng,BA,1,Arts,BC,2004,11,6,6
P003001,1,0,0,43.18,BSc,BComm,1,Engineering,BC,2021,9,7,4
P003002,1,1,2,21.71,BComm,MBA,1,Business,BC,2018,11,11,9
P003003,0,0,1,70.43,MA,MA,0,Science,AB,2021,8,4,1
P003004,1,1,4,111.05,MBA,MBA,0,Arts,AB,1988,9,10,6
P003005,1,1,2,41.19,Cert,Cert,0,Engineering,BC,2013,13,9,7
P003006,0,1,2,51.26,BSc,BSc,0,Business,ON,2020,10,10,6
P003007,0,0,0,22.42,MA,MA,0,Business,BC,1987,16,4,0
P003008,0,0,4,183.11,BComm,MEng,1,Business,BC,2003,18,11,8
P003009,0,0,2,36.32,MA,MA,0,Arts,AB,1983,11,4,2
P003010,0,1,4,52.62,BComm,BComm,0,Science,BC,2019,10,10,7
P003011,1,1,1,229.65,MEng,BComm,1,Business,BC,1998,20,11,7
P003012,0,1,0,49.72,MEng,PhD,1,Arts,BC,2006,11,7,5
P003013,1,0,0,17.2,MA,MA,0,Engineering,ON,1988,17,7,3
P003014,1,0,4,28.39,MBA,BSc,1,Science,ON,2015,16,6,6
P003015,1,1,4,44.75,MBA,MBA,0,Science,BC,2021,11,11,8
P003016,1,0,0,249.07,BComm,MEng,1,Medicine,BC,1976,11,8,8
P003017,0,1,1,71.42,BA,BA,0,Arts,Other,1984,18,6,3
P003018,1,0,1,49.86,PhD,Cert,1,Science,ON,1996,14,8,6
P003019,1,0,3,116.13,Cert,BA,1,Science,BC,2001,17,8,7
P003020,0,0,5,170.1,BSc,BSc,0,Science,ON,1983,18,12,9
P003021,0,1,4,32.52,MBA,MBA,0,Science,Other,1998,19,7,7
P003022,0,0,3,188.95,BA,PhD,1,Medicine,QC,1983,23,9,8
P003023,0,0,1,119.16,BA,BA,0,Medicine,BC,2000,6,2,2
P003024,1,0,5,85.8,MA,MA,0,Science,ON,2003,17,11,7
P003025,0,0,5,8.95,PhD,PhD,0,Medicine,BC,1986,16,10,7
P003026,1,1,5,70.08,MEng,BSc,1,Business,ON,1975,14,12,9
P003027,0,0,4,183.52,Cert,BComm,1,Engineering,BC,1987,21,10,9
P003028,1,0,1,48.07,BComm,BComm,0,Business,AB,1975,18,7,3
P003029,0,0,0,383.54,Cert,Cert,0,Business,BC,1980,7,4,1
P003030,0,1,4,63.59,BComm,MA,1,Science,BC,2006,11,10,8
P003031,1,1,2,26.47,BComm,PhD,1,Science,BC,2012,15,9,7
P003032,0,0,2,96.64,BComm,BA,1,Arts,BC,1982,13,5,3
P003033,1,1,4,76.0,BA,MEng,1,Science,ON,1998,13,9,7
P003034,1,1,0,117.29,MBA,MBA,0,Arts,QC,2008,14,10,8
P003035,0,1,0,50.2,BComm,BComm,0,Medicine,BC,2013,8,7,4
P003036,1,1,0,171.3,Cert,Cert,0,Science,ON,1996,3,5,3
P003037,0,0,1,38.4,BSc,BSc,0,Engineering,BC,1983,17,5,2
P003038,0,0,0,66.8,Cert,MBA,1,Engineering,BC,2019,8,4,1
P003039,1,0,3,22.02,MA,MA,0,Engineering,BC,1985,23,11,8
P003040,0,1,3,31.57,BA,MEng,1,Arts,AB,2010,18,6,6
P003041,1,0,4,70.82,BA,BA,0,Engineering,AB,2014,17,8,7
P003042,0,0,3,35.43,PhD,PhD,0,Science,BC,2001,10,8,6
P003043,0,0,3,41.86,MBA,MBA,0,Science,QC,2010,17,7,4
P003044,0,0,5,50.93,BComm,MEng,1,Medicine,AB,1984,17,6,6
P003045,1,1,4,73.79,BA,BA,0,Arts,BC,2001,16,12,9
P003046,1,1,1,111.64,BComm,MBA,1,Arts,QC,2019,18,10,7
P003047,1,1,1,111.83,MEng,MEng,0,Business,BC,1997,19,13,9
P003048,1,0,4,137.48,Cert,Cert,0,Medicine,Other,1995,16,9,6
